,0,length
1612,"[1, 14, 9, 869, 4, 686, 249, 22, 13, 28, 126, 110, 12, 47, 57, 52, 944, 33, 32, 10, 10, 12, 610, 17, 48, 12, 16, 93, 11, 44, 891, 234, 19, 4, 85, 58, 1061, 19, 425, 2876, 10, 10, 4, 485, 915, 5844, 39, 2456, 1312, 8, 1832, 7383, 25, 51, 10, 10, 85, 74, 15, 484, 727, 5, 24, 33, 32, 221, 10, 10, 13, 317, 4, 438, 547, 4563, 10, 10, 2964, 8, 135, 13, 100, 24, 2, 14, 22, 8, 259]",87
1613,"[1, 78, 6, 176, 6, 595, 12, 6573, 2, 82, 6, 78, 20, 98, 2, 54, 6151, 682, 6796, 16, 835, 15, 3077, 139, 93, 12, 433, 5, 2, 1388, 6, 2, 1584, 1044, 379, 13, 202, 2241, 381, 88, 36, 6573, 4, 114, 16, 379, 4, 226, 20, 16, 3366, 180, 32, 4, 96]",55
1614,"[1, 1728, 105, 327, 748, 7499, 690, 32, 14, 5, 1036, 2, 99, 225, 6, 176, 7, 321, 486, 21, 57, 147, 4308, 38, 92, 3250, 44, 129, 117, 663, 4, 107, 3886, 2515, 2114, 4, 123, 60, 151, 36, 64, 977, 11, 107, 139, 4, 6106, 47, 6, 6191, 489, 15, 203, 276, 125, 49, 84, 21, 13, 169, 12, 1220]",62
1615,"[1, 13, 115, 197, 13, 62, 2, 784, 35, 3327, 2, 22, 21, 14, 9, 9, 2150, 39, 4, 79, 140, 50, 2, 31, 2, 136, 11, 4, 436, 2, 196, 234, 35, 1557, 437, 7, 58, 10, 10, 1294, 2, 10, 10, 3066, 2173]",45
1616,"[1, 14, 20, 2, 4, 681, 1471, 32, 4, 156, 789, 283, 8, 4, 229, 2, 4, 2240, 88, 4, 116, 9, 478, 21, 4, 229, 9, 6, 1471, 2, 7, 3905, 2167, 2, 1526, 1008, 4, 1794, 9, 330, 8951, 550, 5, 4, 1796, 1152, 7315, 627, 214, 23, 4, 6293, 946, 13, 202, 12, 470, 46, 7, 158]",60
1617,"[1, 670, 2, 7856, 174, 4, 810, 16, 2004, 73, 5, 4, 816, 261, 2231, 682, 2, 11, 14, 810, 418, 16, 6, 117, 2, 33, 86, 2085, 8, 30, 55, 73, 2218, 10, 10, 73, 290, 6, 106]",39
1618,"[1, 14, 9, 35, 321, 22, 368, 7, 4640, 1326, 5, 87, 414, 4, 105, 26, 73, 1309, 19, 5262, 4, 1126, 3358, 7, 32, 58, 10, 10, 1867, 109, 9, 4, 91, 3839, 155, 207, 110, 23, 268, 237, 5101, 2, 1146, 7, 2, 2145, 11, 2, 4, 236, 747, 504, 758, 10, 10, 13, 43, 657, 3403, 32, 188, 245, 19, 12, 21, 209, 743, 99, 76, 245, 50, 26, 49, 1186, 25, 43, 566, 2866, 129, 96, 46, 7]",82
1619,"[1, 14, 9, 6, 184, 1096, 73, 917, 310, 7, 4, 682, 6185, 3219, 9625, 883, 11, 14, 420, 59, 1525, 4, 132, 59, 1388, 413, 419, 7, 4, 1169, 137, 4819, 17, 27, 3377, 5, 853, 2939, 27, 119, 39, 6, 7737, 1031, 2, 5693, 41, 970, 281, 9, 617, 17, 6084, 4680, 8, 41, 2, 5, 4, 1914, 7, 4, 1052, 26, 2399, 17, 4, 1722, 496, 4, 8597, 5671, 96, 752, 4, 856, 34, 2015, 1089, 239]",80
1620,"[1, 10, 10, 55, 753, 2, 1253, 7, 2, 1139, 2006, 4, 632, 9, 1000, 24, 17, 6, 7205, 3358, 21, 6, 1533, 2, 2, 91, 7, 4, 360, 26, 1050, 5249, 19, 64, 3177, 1489, 11, 147, 489, 5, 3760, 142, 7, 4, 2, 2210, 4, 810, 956, 9, 2, 56, 17, 48, 12, 71, 4, 8712, 24, 4, 1208, 325, 810, 7, 189, 3442, 5, 1686, 6, 147, 5030, 60, 34, 4, 1553, 7, 78, 2285, 248, 10, 10]",81
1621,"[1, 14, 16, 540, 4, 249, 20, 126, 93, 2, 16, 4, 1184, 217, 11, 14, 20, 5, 62, 30, 4, 64, 2, 18, 35, 1344, 1203, 4, 114, 156, 5, 233, 2472, 8, 14, 3686, 16, 427, 527, 5, 647, 13, 100, 28, 93, 6, 128, 189, 509, 11, 61, 9127, 746, 107, 634, 19, 6, 508, 1428, 370, 772, 6679, 7764, 2, 17, 4, 156, 2, 4, 116, 62, 28, 77, 128, 92, 437, 129, 58, 42, 278, 23, 14, 31, 45, 576, 954, 5, 527]",88
1622,"[1, 775, 7, 7156, 3086, 7, 2260, 11, 985, 139, 775, 7, 307, 732, 13, 92, 104, 4, 114, 5067, 141, 6, 4311, 2, 4, 65, 100, 28, 77, 579, 230, 53, 2620, 5, 28, 77, 53, 7513, 9502, 48, 50, 1173, 38, 76, 5626, 2, 11, 4, 365, 1619, 102, 2353, 8, 30, 14, 96, 11, 61, 585, 5, 13, 104, 14, 2, 39, 4, 22]",67
1623,"[1, 1949, 1457, 6, 2162, 7, 4828, 5278, 11, 2, 957, 5, 29, 214, 3531, 5, 623, 8, 2415, 88, 7, 12, 14, 16, 61, 86, 8341, 22, 38, 13, 191, 1661, 12, 8, 27, 409, 21, 13, 197, 12, 16, 1018, 1139, 52, 538, 48, 25, 40, 2764, 486, 5, 1044, 154, 2, 187]",55
1624,"[1, 150, 14, 9, 356, 6, 464, 7, 1923, 579, 72, 44, 14, 509, 660, 15, 45, 966, 835, 379, 3000, 5, 4953, 29, 82, 301, 15, 474, 119, 12, 10, 10, 8, 61, 866, 13, 258, 12, 1439, 39, 6348, 5, 1610, 12, 33, 280, 146, 43, 2414, 15, 13, 69, 115, 557, 7, 12, 159, 48, 13, 100, 202, 12, 35, 6007, 13, 62, 10, 10]",68
1625,"[1, 50, 26, 5873, 11, 14, 22, 15, 100, 30, 2, 5738, 19, 3983, 2511, 429, 9215, 4260, 4, 1984, 2221, 7, 861, 4374, 5, 3093, 9, 2434, 11, 14, 5689, 22, 5, 166, 2, 4, 154, 65, 347, 7, 4, 2, 15, 461, 6, 323, 4, 70, 70, 612, 33, 4, 130, 186, 821, 5, 1127, 21, 24, 120, 4, 350, 17, 11, 35, 298, 837, 720]",68
1626,"[1, 4, 20, 47, 35, 321, 881, 4, 904, 9, 3084, 4, 206, 47, 1062, 86, 707, 458, 5, 116, 262, 4, 342, 971, 156, 21, 4, 409, 17, 73, 587, 4, 8758, 37, 127, 24, 306, 8, 30, 6, 1624, 284, 10, 10, 13, 657, 4, 20, 4, 167, 5, 4, 156, 1023]",54
1627,"[1, 54, 6, 2, 322, 2, 1978, 41, 658, 59, 1068, 8, 340, 97, 765, 120, 8, 1176, 90, 145, 24, 4103, 2296, 34, 1938, 1553, 21, 131, 253, 8, 106, 262, 4, 139, 19, 2151, 2, 5, 4675]",39
1628,"[1, 35, 221, 20, 448, 23, 289, 7, 6488, 2, 2868, 1069, 4, 318, 302, 5, 1222, 6322, 748, 7, 639, 14, 20, 1407, 17, 35, 5471, 2, 7, 1360, 2, 5, 1546, 2, 2, 47, 839, 8, 113, 4, 1218, 7, 4, 204, 6488, 2, 2, 14, 9, 6, 215, 67, 18, 356, 1067, 1219, 5, 479, 4368, 10, 10, 13, 202, 14, 20, 790, 46, 7, 158, 358]",70
1629,"[1, 146, 24, 6, 337, 7, 8095, 21, 13, 66, 2, 14, 20, 12, 520, 72, 6, 147, 2618, 83, 6, 182, 13, 115, 69, 6, 2307, 3849, 5, 51, 334, 9, 6, 664, 18, 163, 1096, 2731, 43, 40, 960, 22, 3401, 44, 4, 2, 228, 136]",48
1630,"[1, 3774, 3228, 47, 66, 2, 309, 23, 14, 20, 57, 31, 70, 6110, 15, 7676, 2, 16, 6, 356, 5, 6, 9019, 11, 14, 405, 7, 212, 22, 21, 349, 11, 2, 47, 413, 4, 2, 7, 27, 1518, 1262, 14, 20, 9, 6, 3777, 215, 67, 48, 25, 358, 14, 20, 13, 62, 82, 386, 834, 4668, 5, 479, 7, 4, 182, 4, 172, 271, 11, 7082, 48, 25, 28, 110, 101, 7, 134, 102, 95, 349, 11, 2, 144, 30, 375, 23, 129, 1029]",87
1631,"[1, 2, 2, 9409, 2, 2346, 4, 2, 2, 15, 9, 5594, 1762, 19, 6, 5467, 7700, 1293, 3551, 34, 8114, 2, 15, 9, 53, 8249, 74, 1321, 1059, 1198, 200, 664, 5, 925, 9706, 4, 2, 7, 402, 4287, 2, 5, 4, 3983, 7, 7267, 1171, 2, 19, 2, 2, 5, 2, 45, 1932, 40, 4, 20, 4793, 7, 2, 1940, 395, 2, 1719]",65
1632,"[1, 1230, 1593, 272, 40, 240, 69, 6, 393, 5833, 142, 55, 680, 44, 27, 393, 13, 633, 40, 233, 1230, 127, 21, 14, 20, 266, 125, 17, 4373, 24, 163, 161, 104, 2, 2, 90, 8, 30, 2683, 19, 27, 322, 16, 6, 52, 749, 8, 30, 5679, 46, 8, 2521, 149, 14, 22]",55
1633,"[1, 4, 7591, 248, 7, 108, 5077, 28, 13, 421, 38, 117, 2, 8, 105, 5077, 28, 13, 77, 93, 8, 4032, 34, 141, 3648, 414, 2, 1316, 3264, 7678, 2, 2161, 8464, 2986, 732, 2, 2, 2, 798, 14, 22, 17, 48, 12, 71, 129, 2]",47
1634,"[1, 6, 55, 2, 398, 22, 338, 109, 5, 326, 943, 4, 710, 114, 5, 815, 116, 34, 43, 44, 4, 3137, 177, 161, 339, 615, 149, 14, 20, 80, 24, 97, 25, 1826, 12, 203, 97, 25, 2]",39
1635,"[1, 10, 10, 12, 286, 4, 249, 20, 15, 13, 28, 126, 110, 190, 15, 9, 64, 48, 13, 79, 8, 1582, 344, 102, 93, 34, 709, 291, 6795, 14, 20, 16, 527, 39, 380, 8, 1363, 164, 44, 12, 93, 12, 290, 149, 894, 25, 473, 8, 123, 162, 1057, 89, 24, 8, 97, 6, 22]",57
1636,"[1, 864, 10, 10, 13, 923, 15, 50, 26, 49, 2, 2, 46, 50, 13, 16, 31, 7, 98, 21, 95, 13, 219, 14, 991, 7, 4065, 10, 10, 32, 13, 70, 135, 9, 15, 4, 136, 11, 63, 742, 2, 214, 2067, 46, 7, 4, 8047, 34, 27, 6, 317, 72, 2, 13, 518, 870, 2, 2, 11, 61, 1445, 1930, 40, 35, 154, 132, 23, 6, 2702, 536, 44, 12, 48, 4, 167, 9, 886, 14, 13, 62, 990, 8, 30, 35, 1727, 11, 4, 755]",88
1637,"[1, 4475, 5, 1824, 9, 24, 31, 7, 4, 2, 7, 308, 1911, 14, 22, 44, 6, 3429, 1002, 37, 630, 56, 780, 18, 6, 392, 2513, 1510, 521, 34, 4, 3024, 9, 55, 815, 5, 24, 55, 76, 6, 212, 50, 26, 49, 388, 15, 13, 122, 358, 40, 267, 33, 1911, 11, 6, 1811, 1735, 21, 12, 152, 306, 8, 551, 76, 4475, 5, 1824, 9, 131, 6, 7911, 1332, 5030, 839, 8, 178, 34, 4, 167, 7, 4, 1305, 995, 2, 2, 51, 6, 619, 1338, 18, 6, 212, 10, 10, 300, 46, 7, 457]",98
1638,"[1, 13, 421, 15, 4, 22, 16, 3312, 5, 4, 116, 16, 368, 7, 1512, 3327, 16, 52, 21, 4, 293, 250, 16, 379, 5, 4, 232, 37, 256, 4, 2113, 16, 373, 4, 65, 16, 1499, 5, 3192, 4, 22, 69, 57, 213, 5, 16, 1297, 4, 20, 9, 24, 4, 249, 20, 21, 9, 24, 99, 230, 245, 39, 12, 444, 13, 16, 4916, 685, 12, 100, 28, 77, 7074, 128, 61, 603, 9, 6, 342, 46, 7, 158]",81
1639,"[1, 13, 219, 6, 310, 7, 14, 11, 6, 470, 288, 3493, 1594, 276, 46, 34, 2, 5, 13, 28, 8, 974, 15, 12, 16, 6, 52, 22, 4, 489, 16, 6, 117, 433, 18, 4, 2637, 21, 12, 16, 6, 73, 917, 5, 821, 453, 1237, 364, 651, 162, 6869, 4624, 2, 280, 174, 151, 2, 4, 123]",59
1640,"[1, 785, 438, 69, 210, 77, 55, 565, 54, 266, 4, 58, 8, 984, 1379, 4046, 5971, 7, 4, 58, 36, 115, 97, 4013, 14, 22, 9, 7, 31, 7, 4, 118, 7, 4, 512, 688, 8, 55, 55, 565, 116, 34, 8392, 5, 157, 17, 4, 167, 9, 371, 6, 594, 316, 144, 67, 14, 87, 22]",58
1641,"[1, 319, 17, 89, 13, 244, 6, 194, 337, 7, 199, 809, 5, 48, 3101, 1583, 13, 385, 8, 19, 312, 1398, 13, 244, 24, 252, 13, 100, 28, 77, 53, 685, 14, 69, 12, 32, 815, 414, 815, 354, 25, 403, 12, 13, 16, 387, 180, 449, 73, 128, 1996, 375, 58, 2127]",54
1642,"[1, 13, 92, 459, 51, 259, 334, 560, 14, 20, 9, 4, 249, 418, 7, 1157, 2534, 23, 22, 51, 16, 308, 2, 536, 10, 10, 13, 124, 45, 448, 23, 6, 201, 7, 2843, 1151, 21, 7240, 60, 362, 784, 14, 20, 45, 1149, 5, 357, 827, 3327, 280, 174, 2, 5629, 15, 27, 64, 676, 9, 3121, 365, 278, 10, 10, 13, 104, 4, 64, 282, 4, 1481, 1482, 23, 4, 1245, 249, 108, 7, 32, 58, 9, 15, 64, 891, 42, 38, 84, 80, 974, 8, 149, 14, 1244, 33, 222, 8029, 93, 12, 23, 3179]",99
1643,"[1, 4, 5194, 2, 517, 46, 40, 2, 19, 6, 2517, 2, 7282, 136, 730, 46, 7, 9430, 46, 23, 7218, 42, 1056, 932, 4, 86, 31, 472, 4, 22, 95, 4757, 8, 2, 94, 6942, 96, 143, 6, 1273, 2835, 2063, 15, 9, 64, 1201, 2, 34, 4, 210, 389, 2, 2, 45, 17, 48, 167, 4280, 320, 27, 352, 11, 4, 86, 677, 234, 43, 397, 4, 270, 56, 4, 96, 29, 473, 12, 106, 4, 454, 5, 104, 44, 4, 543, 65]",85
1644,"[1, 146, 184, 252, 6298, 62, 28, 1192, 14, 6, 4995, 4, 86, 107, 537, 26, 542, 164, 2093, 5, 95, 225, 6767, 2, 51, 23, 703, 16, 8876, 536, 45, 6, 7213, 1526, 753, 418, 19, 117, 8, 386, 12, 31, 144, 235, 3571, 33, 4, 583, 7, 2, 42, 1174, 21, 225, 64, 2143, 15, 45, 120]",59
1645,"[1, 14, 9, 6, 389, 708, 13, 296, 111, 211, 5, 115, 70, 79, 195, 7, 45, 32, 44, 4, 6633, 119, 457, 84, 28, 18, 2, 11, 1450, 2759, 2042, 2, 2556, 8681, 4, 228, 166, 12, 66, 3133, 50, 26, 983, 101, 1508, 11, 4, 105, 43, 4, 130, 9, 24, 55, 3084, 21, 6, 3777, 215, 67, 131]",61
1646,"[1, 194, 1922, 9504, 9, 4, 118, 20, 126, 12, 9, 163, 5, 646, 1655, 6613, 5413, 1534, 15, 29, 16, 24, 3173, 5, 271, 8, 3653, 4305, 8, 79, 27, 2300, 145, 39, 4897, 3926, 723, 2, 367, 19, 464, 4431, 2, 947, 56, 27, 113, 237, 4897, 528, 683, 1246, 5, 135, 29, 1040, 4, 2300, 246, 12, 32, 505, 46, 52, 5, 9, 6, 52, 20, 8, 106]",71
1647,"[1, 14, 20, 4385, 899, 738, 1566, 1396, 11, 94, 675, 1510, 8, 2887, 2, 14, 2803, 4, 116, 9, 345, 1639, 42, 120, 4, 350, 4, 22, 16, 684, 24, 398, 34, 259, 11, 843, 5, 4, 969, 139, 71, 1501, 33, 118, 60, 17, 6, 20, 2168, 4402, 34, 4, 969, 139, 148, 665, 71, 38, 1332, 15, 36, 100, 24, 6021, 101, 2506, 18, 4, 360, 7, 4, 20, 13, 181, 4, 3042, 234, 7, 61, 113, 145, 15, 14, 20, 3846]",85
1648,"[1, 14, 20, 9, 448, 23, 4, 667, 1111, 7, 884, 2, 34, 2023, 1331, 4567, 45, 6, 1018, 52, 31, 99, 45, 33, 222, 128, 74, 4, 310, 34, 308, 2]",32
1649,"[1, 14, 20, 1870, 4, 116, 9, 433, 74, 11, 4, 108, 75, 93, 54, 75, 71, 158, 153, 154, 19, 6, 5802, 4, 302, 168, 40, 49, 1355, 1222, 500, 5, 4, 114, 9, 433, 74, 394, 60, 4, 249, 1171, 5478, 102, 97, 14, 168, 2136, 4, 1191, 5, 2491, 5704, 7, 4, 2, 2, 9, 38, 78, 45, 163, 10, 10, 13, 586, 386, 149, 14, 894, 25, 26, 6, 194, 58, 337, 31, 7, 4, 156, 300, 46, 7, 158]",84
1650,"[1, 110, 32, 470, 2, 14, 31, 9, 34, 230, 4, 118, 7, 32, 13, 2, 28, 76, 6615, 54, 13, 188, 4, 288, 4230, 16, 141, 6, 2389, 21, 8, 61, 3037, 14, 31, 16, 702, 1785, 19, 49, 4623, 2845, 411, 10, 10, 92, 717, 14, 31]",49
1651,"[1, 1557, 215, 67, 664, 18, 259, 928, 11, 397, 8, 4, 1324, 7, 14, 65, 579, 19, 2, 744, 5, 19, 3133, 405, 48, 25, 104, 3573, 6654, 26, 18, 7214, 4014, 84, 14, 100, 653, 129, 330, 142, 18, 25, 2, 99, 6, 52, 2186, 18, 1372, 2, 48, 25, 40, 129, 1636, 32, 2, 5, 776, 8, 2, 14, 9, 24, 18, 25]",66
1652,"[1, 4484, 7, 4, 105, 16, 340, 1297, 111, 211, 469, 4, 20, 25, 169, 624, 536, 15, 4, 4395, 1729, 71, 484, 4330, 231, 12, 1167, 8, 3468, 19, 4, 105, 869, 4, 487, 458, 71, 340, 46, 7, 8711, 231, 4, 20, 1350, 8, 870, 143, 13, 473, 61, 278, 145, 39, 4, 374, 1130]",57
1653,"[1, 89, 70, 14, 20, 30, 2209, 449, 1243, 207, 188, 12, 5137, 10, 10, 146, 24, 194, 23, 8878, 2, 21, 14, 9, 43, 1044, 1244, 259, 37, 62, 437, 68, 278, 8, 990, 8, 67, 12, 9, 43, 99, 619, 18, 715]",44
1654,"[1, 300, 1660, 5427, 152, 459, 44, 27, 3866, 11, 1660, 5427, 6225, 10, 10, 241, 4, 116, 11, 101, 1660, 5427, 2196, 2, 39, 527, 8, 2791, 5084, 10, 10, 342, 927, 92, 901, 1660, 5427, 6225, 476, 81, 10, 10, 470, 91, 7, 4, 1660, 5427, 6225, 2, 187, 31, 512, 4, 2, 206, 512, 12, 691, 3202, 7, 2136, 206, 844, 93, 19, 117, 8, 57, 781, 1689, 10, 10, 457, 4, 167, 152, 459, 44, 1660, 5427, 6225, 29, 4097, 27, 292, 8, 35, 2, 39, 58, 8, 58, 10, 10, 5, 150, 25, 124]",99
1655,"[1, 13, 66, 510, 14, 20, 12, 5235, 61, 1438, 5, 4580, 231, 12, 6, 283, 418, 7, 6106, 11, 61, 274, 4, 116, 16, 2, 13, 62, 115, 106, 14, 20, 19, 259, 13, 100, 24, 1415, 187, 13, 92, 104, 13, 1415, 3929, 8, 101, 102, 279, 88, 12, 166, 72, 168, 33, 546, 13, 2, 12, 9, 6, 215, 67]",63
1656,"[1, 4, 3654, 1750, 9, 32, 44, 2, 109, 6, 655, 2212, 4744, 3654, 2, 19, 6, 9624, 2, 496, 63, 2, 6, 2, 1444, 2, 1613, 6664, 17, 6, 65, 21, 1774, 17, 6, 109, 2078, 4, 22, 1160, 4, 2, 109, 143, 4, 2881, 7, 41, 2, 649, 19, 6, 2, 4498, 897, 354, 11, 4, 1773, 24, 18, 316, 4, 3654, 1750, 80, 297, 118, 19, 148, 83, 2189, 108, 5, 109, 2168, 3287, 1951, 19, 465, 1341, 6]",82
1657,"[1, 31, 7, 4, 128, 1629, 1290, 8, 30, 814, 315, 4, 1355, 5036, 250, 47, 6, 185, 5622, 1935, 11, 6, 1184, 217, 8657, 2, 9, 253, 17, 4, 3258, 7, 2, 1762, 5, 845, 575, 8, 41, 168, 18, 2496, 156, 2, 1250, 5, 2, 8566, 17, 2, 4934, 846, 507, 179, 163]",55
1658,"[1, 619, 66, 619, 14, 20, 47, 164, 7303, 73, 279, 2, 2, 8, 401, 25, 149, 12, 82, 1487, 61, 523, 8, 67, 4220, 2983, 11, 14, 2228, 509, 59, 434, 1015, 128, 10, 10, 38, 803, 4, 65, 44, 903, 67, 7413, 308, 2, 6038, 4, 6785, 11, 247, 3373, 9775, 137, 4766, 2, 165, 1129, 4, 1172, 5, 117, 4220, 215, 548, 8, 2007, 934, 40, 6, 503, 20, 3374, 12, 9]",75
1659,"[1, 11, 2097, 8, 4, 2, 7, 4, 108, 7, 779, 4000, 11, 15, 58, 4, 7627, 1071, 3437, 679, 8, 486, 17, 1090, 39, 2, 5, 10, 10, 1441, 3512, 9148, 15, 27, 87, 5447, 2800, 62, 7436, 84, 21, 12, 877, 27, 833, 11, 12, 1441, 34, 1996, 3158, 5, 2, 2, 2939, 4, 325, 5, 961, 6, 8431, 2, 11, 3823, 8, 10, 10, 4, 2297, 1474, 200, 14, 642, 2, 5, 49, 7, 4, 622, 325, 3287, 16, 15, 11, 7329, 420, 12, 32, 679, 46, 8, 30, 6, 2]",94
1660,"[1, 14, 9, 6, 6989, 11, 5728, 22, 4, 1310, 9, 24, 1025, 15, 7, 82, 34, 2, 2102, 2, 21, 19, 6, 667, 1229, 31, 1474, 9, 8864, 105, 1200, 76, 53, 673, 18, 98, 8, 30, 2, 83, 5, 51, 105, 4, 107, 2, 26, 404, 2, 9, 6, 2, 5211, 2111, 5, 2, 2866, 35, 7012, 2, 19, 6, 3635, 597, 53, 42, 329, 35, 2, 8173, 7, 4, 107]",73
1661,"[1, 12, 645, 125, 916, 4, 655, 16, 916, 5, 4, 277, 16, 916, 21, 13, 66, 66, 423, 12, 6, 682, 251, 310, 7, 2, 2, 21, 15, 9, 66, 4854, 221, 65, 5, 973, 7502, 16, 87, 5, 13, 6144, 90, 18, 656, 23, 141, 35, 217, 38, 1025, 233, 29, 47, 224, 42, 126, 80, 81, 174, 775, 7, 866, 381, 138, 218, 4398, 2243, 11, 53, 81, 142, 275, 4487, 5, 106, 14, 66, 275, 5, 2076, 509]",82
1662,"[1, 4, 249, 22, 126, 19, 105, 39, 2, 300, 342, 7892, 1533, 8, 809, 8, 4, 172, 5130, 15, 36, 69, 11, 4, 86, 22, 38, 15, 929, 5, 318, 302, 100, 30, 2, 10, 10, 789, 245, 39, 14, 2, 10, 10, 6859, 9, 7224, 27, 5156, 29, 93, 5, 1055, 49, 480, 108, 21, 15, 999, 1054, 19, 2, 112, 27, 236, 1518, 11, 94, 8089, 22]",70
1663,"[1, 246, 160, 2189, 325, 20, 15, 1457, 363, 8, 902, 147, 11, 4, 172, 8726, 15, 363, 2663, 141, 17, 2, 325, 5, 26, 4928, 6, 728, 65, 6712, 56, 34, 565, 116, 5, 87, 22, 231]",38
1664,"[1, 13, 92, 2, 88, 13, 104, 45, 992, 21, 14, 500, 9, 66, 87, 45, 3557, 702, 776, 8, 297, 5, 43, 253, 60, 48, 25, 92, 81, 38, 73, 12, 70, 30, 43, 66, 253, 8, 97, 4, 2, 43, 2487, 5, 3524, 714, 31, 7, 4, 118, 374, 1628, 126]",53
1665,"[1, 14, 20, 16, 52, 13, 191, 135, 12, 16, 31, 7, 4, 118, 21, 12, 131, 16, 52, 4, 64, 282, 15, 13, 296, 12, 16, 88, 7, 2381, 2, 29, 9, 2, 893, 92, 79, 1168, 8298, 21, 13, 104, 15, 12, 16, 432, 7, 163, 24, 6, 462, 129, 419, 46, 1932, 155, 21, 131, 1604, 2295]",60
1666,"[1, 4, 2, 1110, 15, 6, 931, 215, 3031, 6, 4900, 7, 689, 411, 15, 9, 4, 64, 282, 13, 244, 660, 233, 53, 44, 88, 103, 32, 61, 31, 347, 2735, 66, 560, 285, 50, 9, 8, 135, 50, 9, 427, 164, 2602, 441, 11, 14, 22]",48
1667,"[1, 118, 11, 123, 9, 434, 1368, 2, 1529, 5, 7969, 20, 246, 4, 105, 26, 6240, 1000, 5, 4, 2025, 7, 2922, 8, 2056, 1608, 6, 162, 651, 7, 212, 8, 4, 20, 207, 77, 6, 337, 7, 3477, 237, 5777, 3932, 21, 11, 14, 20, 29, 47, 371, 3301, 51, 29, 270, 46, 8, 81, 11, 4, 7259, 6, 512, 29, 5161, 5, 47, 150, 2]",68
1668,"[1, 13, 119, 14, 910, 20, 94, 6, 147, 1036, 20, 5, 54, 12, 266, 23, 174, 13, 80, 28, 8, 97, 6, 1752, 854, 8, 2214, 12, 13, 66, 40, 89, 36, 989, 83, 4, 1982, 269, 8, 169, 846, 1618, 25, 144, 66, 67, 14, 20, 94, 87, 18, 4, 226, 223]",54
1669,"[1, 718, 2, 417, 408, 142, 1371, 27, 644, 1639, 1395, 239, 29, 256, 4, 8139, 7, 4, 2, 2, 3162, 4, 2, 924, 2, 1248, 2665, 4, 2, 159, 32, 334, 60, 1946, 14, 87, 22, 1177, 4, 7, 4469, 1250, 8, 45, 2, 470, 381]",47
1670,"[1, 13, 66, 440, 4, 1188, 7, 134, 102, 332, 134, 857, 38, 15, 36, 124, 15, 84, 43, 5366, 181, 68, 102, 36, 26, 43, 1157, 5, 35, 4467, 8, 4, 455, 4112, 512, 7, 189, 726, 42, 24, 14, 16, 128, 74, 4, 86, 152, 551, 1203, 199, 43, 1044, 394, 146, 770, 36, 161, 850, 68, 2037, 39, 4, 86, 20, 570, 150, 1710, 8, 189, 20, 2, 5366, 106, 851, 42, 168, 33, 4, 9237, 7, 2608, 189, 108, 5, 752, 32, 92, 818, 98]",89
1671,"[1, 31, 64, 47, 8, 332, 4, 177, 1029, 5, 898, 8, 2, 11, 5541, 7, 14, 628, 2, 21, 2940, 2940, 89, 38, 76, 678, 116, 5, 3667, 676, 100, 28, 679, 31, 7, 2, 2, 2953, 83, 141, 6, 9779, 2696, 9, 484, 724, 72, 45, 184, 8, 168, 33, 19, 1334, 1381, 572, 4, 844, 21, 43, 1044, 753, 57, 359, 8, 140, 23, 1771, 12, 5, 808, 46, 4, 2, 42, 4, 2996, 2986, 2387, 201, 39, 4, 5453]",83
1672,"[1, 777, 4641, 33, 41, 1885, 4, 22, 9, 163, 5, 41, 116, 9, 530, 12, 203, 28, 77, 93, 11, 4, 1355, 21, 12, 47, 32, 4, 2432, 7, 6, 682, 363, 3918, 5325, 13, 119, 14, 22, 5, 13, 104, 94, 484, 955, 5, 80, 5875, 56, 101, 2, 415, 746, 6, 551, 7, 234, 777]",58
1673,"[1, 4, 2, 907, 5, 156, 28, 416, 1682, 7, 4, 2, 7, 6, 52, 65, 4, 1120, 7, 5488, 7, 2793, 11, 2, 4, 1120, 271, 56, 11, 3740, 220, 17, 946, 17, 4, 543, 3804, 8, 908, 2, 13, 76, 5947, 2, 5113, 2923, 4, 2, 6629, 7, 2, 102]",52
1674,"[1, 474, 557, 7, 4, 420, 21, 1869, 66, 1539, 692, 315, 4, 226, 2, 7, 487, 4, 274, 112, 3553, 525, 190, 14, 20, 122, 35, 321, 292, 7, 2, 5727, 4, 1094, 4, 588, 951, 3866, 5, 4, 1901, 7, 27, 3500, 13, 262, 423, 4, 2763, 139, 19, 5727, 662, 44, 41, 236, 1506, 4, 524, 37, 256, 41, 1227, 2, 19, 113, 5, 93, 12, 60, 53, 3049, 15, 4, 147, 5727, 16, 242, 40, 15, 12, 93, 5727, 306, 40, 6, 147, 415, 247, 74, 6, 1440, 474, 407, 386, 149, 14]",97
1675,"[1, 608, 75, 28, 6, 22, 15, 49, 26, 2783, 31, 7, 4, 118, 102, 126, 21, 146, 1266, 133, 536, 609, 4, 1209, 4, 2, 2, 63, 50, 9, 57, 65, 4, 9, 179, 1044, 2, 164, 87, 5, 4, 116, 9, 164, 147, 46, 2090, 38, 48, 25, 181, 8, 3945, 8, 30, 7112, 135, 25, 40, 12, 21, 48, 25, 28, 6, 147, 650, 135, 25, 92, 40, 12, 42, 48, 25, 122, 1260, 138]",78
